,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32
sub-0101,0,0,-0.16688,0,0.0,11.61017,-11.575,9.02004,-9.67111,0.01615,0.03958,1.75245,-1.49177,0.05437,12.95771,-11.91126,19.17609,-17.8815,0.65673,0.31183,28.61577,-28.98584,16.6446,-15.60021,20.45026,-18.2015,18.83567,-19.95459,19.39632,-17.16084,11.35952,-11.09956,13.39299,-13.39299,-26.51154,-12.43371,-2.62289,-14.43207,-14.74119,-19.8394,-18.26448,-44.17898,2.82417,3.59349,3.07475,-17.92127,13.50872,13.40443,-13.42329,-13.45279,40.22929,-21.27272,10.44722,8.75602,2.49527,1.97636,10.81325,9.26483,-27.90208,-29.74588,-62.99046,-63.93206,26.49796,27.09316,0,0,-8.75272,-17.68587,-7.79206,-7.51975,-7.05585,-17.44603,-16.55059,-1.93197,-11.13128,-9.98499,-9.63363,1.75678,24.39169,24.2295,22.96351,23.31413,7.4249,5.30978,-22.68798,-21.21992,-13.13873,-12.13919,-22.24669,-21.26239,3.64214,4.36744,-0.10697,2.7376,-7.04485,-7.28436
sub-0109,0,0,0.04514,0,0.07763,10.95974,-11.72666,10.37476,-10.65113,-0.65169,0.01546,1.857,-1.92869,-0.37815,13.10331,-14.00502,16.28504,-16.31904,0.43236,0.31445,33.59768,-31.31747,17.55347,-17.66263,21.7881,-19.23935,10.12503,-10.85749,29.8196,-28.93352,11.32653,-10.14496,12.14386,-12.14386,-23.62719,-11.00049,-2.34543,-13.64627,-13.45025,-16.08244,-15.67598,-42.05228,1.57514,2.05855,1.82095,-18.06373,12.15367,12.14441,-12.15305,-12.14995,41.49399,-19.60848,5.61385,6.29048,0.34106,1.21945,5.95335,6.86399,-25.23739,-25.97391,-32.48462,-35.87127,23.77169,24.733,0,0,-8.63057,-15.52806,-6.85235,-7.35808,-7.05826,-15.25266,-14.54188,-1.72034,-10.36046,-9.43682,-9.67594,3.26622,25.54275,26.82866,25.61173,27.35115,7.69176,9.35171,-18.19656,-17.34588,-11.57776,-11.86389,-20.20113,-19.19464,8.75742,7.302,-3.30979,-1.71832,-6.99343,-6.6917
sub-0114,0,0,-0.3397,0,0.09076,11.38273,-10.83646,9.12376,-9.20782,-0.2467,0.17519,2.27606,-1.84697,-0.23574,15.3303,-14.46,17.28228,-16.87287,0.65358,-0.11082,27.7891,-28.08568,20.46272,-16.53227,19.44812,-18.83121,14.22937,-13.69207,17.46899,-16.79295,12.93761,-12.23794,13.06674,-13.06674,-23.32349,-9.02217,-1.2672,-13.37463,-13.05349,-16.6367,-15.2955,-37.73186,4.14706,5.11355,4.73244,-20.79072,13.13281,13.14025,-13.05703,-12.94288,37.18649,-25.66728,11.0832,9.74128,3.34693,2.64396,11.49479,11.70764,-28.97275,-31.33815,-65.3367,-69.22478,30.46222,29.44972,0,0,-7.31543,-15.78283,-6.65736,-6.56706,-5.92914,-16.07406,-15.60801,4.70376,-10.01565,-9.55222,-9.46838,2.41444,23.55528,24.6495,26.00183,26.8329,11.69203,7.1331,-22.99838,-19.72122,-12.12871,-11.28096,-24.21873,-22.35199,5.90535,6.59327,5.0588,6.11937,-3.96326,-4.77303
sub-0117,0,0,-0.03435,0,0.15638,11.43303,-12.05838,10.02269,-9.51622,0.04077,-0.18169,2.42799,-2.47517,-0.2253,18.78928,-16.83513,20.57398,-18.42879,0.07307,-0.01276,33.9482,-34.76159,19.19257,-20.92629,20.66517,-21.10092,9.24935,-9.04821,22.93006,-16.70393,11.8125,-12.72081,12.44388,-12.44388,-22.56957,-9.49481,-1.585,-13.69042,-14.03525,-16.70675,-16.76637,-49.89108,3.44031,3.77463,3.54984,-17.41802,12.71294,12.14455,-12.2786,-12.82382,41.46696,-34.70159,7.02971,5.36245,0.63252,-1.17925,8.5961,5.72199,-31.04673,-32.0653,-73.95183,-75.84585,30.28114,29.70327,0,0,-9.54457,-16.21399,-6.424,-6.42172,-6.69134,-16.30737,-16.34415,-0.03487,-9.98182,-8.95628,-9.67455,1.57953,30.6102,28.06508,33.52958,31.64108,10.47675,7.47576,-15.62232,-19.58356,-9.1421,-10.81992,-17.74868,-20.7478,2.35172,1.78625,5.19837,6.07327,-3.12679,-5.2423
sub-0145,0,0,0.1508,0,0.09862,12.37469,-12.28837,10.34581,-9.89205,0.12897,0.23293,2.01751,-2.00512,-0.14655,14.34724,-15.84939,18.16007,-18.9308,-0.03422,0.9696,31.29798,-30.91473,23.08132,-23.06323,17.7439,-18.89225,12.13376,-10.89887,18.58433,-16.96899,11.51318,-10.50587,13.00072,-13.00072,-24.86239,-10.72153,-3.46639,-14.31086,-13.96661,-18.41138,-17.1314,-40.92767,2.21632,2.68821,2.51824,-17.47485,13.18475,12.86444,-12.95869,-12.97005,47.1908,-24.88145,8.47899,6.85463,2.35537,1.02375,8.83621,7.97914,-27.88463,-29.33266,-68.1255,-71.50109,31.28964,28.97991,0,0,-8.69696,-15.96487,-7.06147,-6.0496,-6.87945,-16.06148,-16.85147,3.32047,-9.61313,-8.4381,-8.49321,2.59813,28.61613,27.38939,28.40973,27.1255,11.75087,7.98653,-19.37203,-20.81882,-11.82869,-13.4858,-21.52869,-22.18969,6.11019,3.14021,3.42533,2.26098,-4.64478,-7.11242
sub-0177,0,0,0.0,0,-0.03495,11.01445,-11.36699,9.9488,-9.81805,-1.33861,0.18809,1.84878,-1.60808,-0.01141,11.91466,-11.42779,13.9919,-13.8343,1.06608,0.17488,30.23164,-29.00057,15.25649,-15.91062,16.4907,-15.044,12.0573,-13.9545,20.76968,-18.65911,11.58343,-10.69085,13.57059,-13.57059,-25.05156,-11.14098,-1.88408,-13.43351,-14.53112,-15.64406,-15.77548,-40.47861,3.71917,3.66556,3.56758,-18.39002,13.55884,13.55923,-13.59401,-13.59234,39.65648,-27.75057,8.40543,7.75389,3.70562,2.0192,12.99773,11.59101,-29.01501,-32.44548,-64.55715,-69.96623,28.03359,27.36008,0,0,-9.34046,-16.42026,-6.87177,-7.41702,-7.88638,-16.0419,-15.55412,2.78081,-10.54122,-8.8377,-8.96423,1.99528,25.92727,25.51127,26.0247,25.22762,11.28136,5.58662,-17.56531,-17.27958,-10.74443,-10.65889,-22.13589,-20.71605,3.98944,3.36176,-3.60877,-5.11435,-4.44771,-5.54514
sub-0180,0,0,-0.05303,0,0.1905,11.76444,-11.7515,9.51128,-9.97511,-1.33245,-0.39576,2.56658,-3.00066,-0.02149,16.90206,-18.20188,17.77063,-18.70521,0.25186,0.33397,32.01357,-30.26533,17.50138,-19.82161,18.20782,-17.51979,13.89595,-16.02585,19.82113,-13.65885,12.65218,-12.97441,13.74905,-13.74905,-23.62351,-8.08247,-3.63221,-13.45253,-13.22208,-15.22568,-14.39967,-34.88377,3.28477,2.89584,2.94549,-19.90797,13.89355,13.71836,-13.60007,-13.80007,41.78603,-25.15687,7.09066,6.71844,1.86643,1.90125,7.99214,8.52778,-29.17386,-31.77026,-68.31157,-71.85091,25.0279,24.21497,0,0,-7.34409,-12.82925,-5.60101,-5.75013,-5.81648,-11.78979,-12.95145,-1.15573,-5.92305,-5.91365,-4.98529,3.07897,28.98511,28.21881,29.95877,29.11642,8.56812,5.1629,-20.35116,-18.79286,-11.90651,-11.13739,-20.67052,-20.18489,1.3056,0.25056,-4.06281,-10.72601,-5.99537,-6.55518
sub-0188,0,0,0.23574,0,-0.14374,11.13854,-12.44245,10.35739,-11.31703,-0.45738,-0.26203,1.5709,-2.72501,0.07836,16.60987,-15.40692,20.73895,-19.07183,-0.18717,0.86215,35.76683,-34.90321,18.26465,-19.7672,20.10493,-19.33222,16.2875,-15.66599,18.82038,-21.06257,8.5342,-12.04141,12.92322,-12.92322,-23.92197,-10.34804,-2.6727,-14.55301,-14.99774,-16.81968,-16.62666,-39.95909,3.78755,3.58338,2.93262,-17.88741,13.12934,12.6308,-12.70557,-13.22732,42.68748,-21.31433,9.706,4.70475,2.9726,-0.36642,8.09343,4.29159,-25.32211,-29.01263,-57.87599,-67.49915,27.23594,24.56876,0,0,-7.59186,-15.12994,-5.16412,-4.6529,-5.62224,-16.26412,-16.05618,2.52553,-8.4459,-7.02426,-7.58061,2.12525,25.58713,26.78774,24.10977,25.82085,10.30151,6.64347,-23.64638,-19.59166,-16.13283,-14.3041,-24.17056,-20.56808,4.62033,2.78494,7.08756,2.15287,-4.47854,-5.68007
sub-0200,0,0,0.48053,0,-0.19286,11.81103,-10.78238,11.28208,-9.63756,1.59905,-0.03742,2.21826,-1.9536,0.02093,11.7822,-15.70472,15.79634,-18.95925,-0.21773,0.12146,33.55016,-32.5525,17.96512,-17.58208,20.53014,-17.54442,12.8147,-9.99336,17.5108,-19.39759,10.12342,-12.00463,12.4766,-12.4766,-23.38951,-8.04408,-2.27997,-13.34151,-15.60488,-15.91223,-15.77755,-36.72233,4.03964,4.07795,4.10001,-17.07453,12.44176,12.54703,-12.53927,-12.40577,44.81016,-25.39077,6.99194,2.75045,1.39484,0.91228,8.36954,5.43895,-27.34925,-29.26316,-62.92772,-66.62617,27.27652,25.79097,0,0,-8.67587,-14.29031,-5.38342,-5.74225,-5.86861,-14.2912,-14.53254,-2.21176,-9.25767,-8.1176,-7.82911,1.28621,22.82771,22.00157,24.86436,23.48448,4.21352,3.82374,-17.22332,-17.72991,-10.03703,-11.39449,-17.37957,-17.47094,3.67922,1.18463,-0.3525,-2.89635,-5.69228,-6.18665
sub-0203,0,0,0.60244,0,0.07353,12.53115,-11.97261,10.51852,-10.61591,-0.11242,0.16807,2.38511,-2.20889,0.32849,13.63442,-17.02675,16.53904,-18.80427,-0.33066,-0.23494,31.18398,-31.0003,19.34423,-17.69242,22.5288,-20.99638,16.85862,-18.08198,17.68632,-25.72708,11.76945,-12.22242,13.02595,-13.02595,-23.4922,-10.75644,-2.77117,-12.85076,-14.65617,-16.3538,-17.50702,-38.98422,2.43562,2.73022,2.71911,-21.28765,13.31415,13.02991,-12.85542,-13.03204,40.30599,-22.87901,8.01501,5.43772,2.57593,0.01839,9.03992,7.50945,-26.01157,-29.96142,-65.03807,-45.34592,27.37334,27.18087,0,0,-8.75352,-14.94904,-5.86948,-5.82912,-7.23719,-15.04421,-17.30046,-1.36947,-8.35093,-7.71229,-7.55051,2.00738,27.05702,24.76039,27.15882,24.28328,8.28168,6.03654,-19.09489,-21.1259,-10.83453,-12.24732,-20.96026,-21.88973,3.87941,1.43257,1.57514,-4.07213,-6.11608,-7.00153
sub-0216,0,0,-0.27516,0,0.22239,11.04019,-11.1788,9.52547,-11.65335,-0.23549,-0.04388,2.06709,-2.34359,-0.01097,17.47173,-15.00882,20.18584,-17.39028,-0.36451,-0.12913,32.50231,-34.69665,15.95551,-17.88589,21.84887,-24.71412,14.26919,-15.19278,20.3173,-24.42826,10.28252,-13.41149,12.28379,-12.28379,-22.5773,-9.01368,-1.77142,-13.51149,-14.27685,-17.17625,-16.19958,-41.84465,2.72192,2.94544,2.92163,-17.07832,12.25286,12.16697,-12.26571,-12.26578,40.30129,-28.56659,7.59851,4.48241,2.2472,0.68406,7.85093,5.88908,-28.51393,-31.12599,-65.83333,-64.28378,26.92314,25.60754,0,0,-8.88308,-15.68249,-6.23544,-6.47254,-6.3166,-19.24519,-16.17795,-0.68686,-9.96703,-9.00447,-9.09338,2.66296,26.80695,27.10755,25.38149,25.47198,9.8009,7.57573,-18.01486,-14.98657,-12.56774,-11.27805,-22.70471,-19.94281,4.49501,4.77726,1.41443,1.84121,-5.10888,-5.40858
sub-0239,0,0,-0.22888,0,-0.04319,11.10051,-11.79545,9.33857,-10.53186,-1.1336,-0.25405,2.22247,-2.1697,-0.09534,13.48429,-11.82882,17.34485,-15.63575,1.40432,-0.05191,29.14141,-30.94918,13.84452,-16.8411,17.51833,-18.57104,10.99523,-11.79585,21.88017,-16.67968,10.6697,-12.32066,13.97379,-13.97379,-26.50482,-11.21615,-1.55501,-14.27916,-14.61761,-15.95883,-16.27429,-52.56495,4.46349,4.50225,4.4099,-22.17537,13.91862,13.92557,-14.02793,-14.02232,42.34489,-26.71103,8.9151,8.78766,5.21753,3.49253,10.88031,10.52408,-28.80001,-29.76979,-65.15464,-73.46258,30.65312,30.59131,0,0,-7.93836,-16.40846,-6.39497,-7.16202,-7.06026,-16.38043,-15.77408,0.49446,-10.66638,-9.21673,-9.1652,2.04117,24.24841,24.72802,24.67034,24.34931,10.71815,5.43968,-19.76098,-19.32475,-11.70386,-11.84843,-20.02846,-20.70302,0.41016,0.8546,-2.64218,-2.92941,-3.11814,-4.38988
sub-0249,0,0,-0.48447,0,0.31477,10.26546,-9.90319,9.43973,-8.5836,0.29336,-0.3276,2.04049,-1.50554,0.04388,12.33752,-12.53134,14.99259,-13.61829,1.65392,0.03873,29.67501,-29.02994,13.31297,-13.28133,19.01292,-15.99212,12.30685,-11.38909,19.57907,-13.09316,9.16034,-11.52388,12.39073,-12.39073,-23.50694,-8.97749,-1.58124,-14.26195,-13.88883,-15.81608,-14.64223,-40.48191,4.15086,4.02859,4.54119,-16.70611,12.42868,12.35857,-12.2828,-12.43782,36.83055,-24.49725,7.48689,5.90222,2.22013,2.16529,7.64955,7.76742,-28.79401,-29.78794,-64.02039,-72.78947,25.56419,25.29807,0,0,-9.61045,-14.88531,-6.67305,-6.28687,-6.09543,-16.79696,-15.59465,-0.66687,-9.39159,-8.62465,-8.40288,1.90252,24.25153,24.85366,25.27248,27.43704,13.59873,6.97039,-19.38404,-16.17063,-12.61753,-11.93728,-21.56694,-21.35701,4.68523,5.16695,-0.14059,-5.16285,-4.8985,-6.89033
sub-0255,0,0,-0.07257,0,0.14917,13.19793,-12.06197,10.74218,-10.17606,-0.49332,0.63154,3.77807,-1.90618,0.34976,17.42192,-19.62528,18.45261,-18.95178,0.67687,-0.55725,34.68574,-33.2476,21.06333,-20.88049,21.83693,-20.66663,11.6593,-14.23007,16.05204,-20.19774,11.61091,-13.1969,13.37971,-13.37971,-23.66055,-9.85319,-4.17963,-13.55823,-14.51621,-16.78147,-17.54578,-35.94485,2.80322,2.82612,2.85272,-20.06384,13.21125,13.57852,-13.55883,-13.36607,44.79689,-23.39378,6.7982,5.70089,1.41655,0.49704,8.23845,5.52091,-28.32819,-33.74822,-68.78144,-67.00309,26.89213,25.18875,0,0,-7.79172,-13.20971,-3.77055,-5.17246,-6.37399,-14.34184,-14.77902,4.79646,-6.358,-6.36167,-5.06742,1.2605,26.9906,24.70883,25.8441,24.73052,9.66405,4.86959,-18.25196,-20.32144,-10.68154,-11.66572,-20.24314,-22.18363,5.03108,4.32899,1.59179,1.07348,-5.49846,-7.64971
sub-0256,0,0,0.0178,0,0.19994,12.6942,-12.03728,10.75574,-11.25826,-0.83797,-0.17834,2.89827,-2.53352,-0.23466,17.78411,-16.64185,21.26623,-19.72179,0.23582,-0.95687,33.07353,-34.40108,20.66725,-20.34062,20.09304,-24.42855,10.23752,-14.04349,17.93368,-16.68527,10.86965,-12.13622,13.6174,-13.6174,-24.98896,-10.97686,-2.59515,-14.00407,-15.12612,-20.07905,-18.02613,-39.64905,4.4091,4.39472,3.7884,-18.26642,13.39456,13.41241,-13.74725,-13.47825,42.78146,-27.21543,6.82039,5.01653,1.75604,0.38122,8.10261,6.09071,-26.34141,-29.68791,-65.55475,-71.7877,25.14979,23.56159,0,0,-8.91259,-13.92395,-5.03138,-6.7243,-6.08213,-19.02045,-16.74238,-1.7885,-7.99848,-6.70897,-7.06374,1.82484,29.67947,30.40599,29.45873,29.99457,5.75512,5.255,-24.603,-18.87925,-13.50062,-12.50332,-24.23924,-21.11996,1.08188,2.56899,-0.13492,-3.13632,-8.26083,-8.04053
sub-0263,0,0,0.63033,0,-0.07424,12.67227,-12.6155,9.79361,-10.98231,1.1955,-0.81591,1.93867,-3.08523,0.32219,16.76623,-17.34852,21.58741,-19.51564,-0.59182,0.9123,30.68595,-33.78877,18.29123,-19.40625,20.12675,-20.85869,15.38559,-14.83205,19.08219,-15.37659,11.10796,-12.99039,14.67733,-14.67733,-24.98645,-9.68019,-1.67596,-13.39477,-14.90249,-15.72109,-16.29762,-40.20525,4.0943,4.24794,4.2139,-21.93499,14.68599,14.46862,-14.62485,-14.9025,47.06755,-25.07177,10.1798,8.74083,4.10024,3.17138,10.10757,8.95607,-30.7331,-33.20535,-70.96442,-74.32196,32.30197,31.13827,0,0,-7.47419,-13.32405,-4.78899,-5.90662,-6.08507,-13.30773,-13.14867,2.06261,-6.30919,-5.68205,-5.74319,3.35175,28.65693,29.26425,33.24434,33.78439,12.13091,6.97976,-20.85131,-19.56903,-11.65235,-12.27476,-20.53598,-21.26167,5.94917,4.77907,-2.22068,-5.02951,-3.06918,-4.2302
sub-0266,0,0,-0.08731,0,-0.05621,11.57383,-11.81095,10.37379,-11.12632,-0.5448,0.40915,2.54277,-2.54128,-0.40629,17.78124,-15.7935,19.55292,-19.17419,1.49237,-0.04607,33.73536,-34.21725,19.55733,-15.3726,21.81713,-20.01761,16.75402,-18.49091,19.40061,-18.26701,12.54052,-12.6304,14.38127,-14.38127,-25.07674,-9.2107,-1.2255,-13.72015,-14.41846,-16.06875,-16.00016,-39.69859,3.9584,4.79118,4.08345,-23.16132,14.38388,14.36704,-14.4604,-14.47141,49.35693,-21.01325,10.61236,8.20038,4.05136,3.74719,13.48454,9.95919,-29.28483,-33.34802,-71.37545,-75.23077,28.43117,27.78399,0,0,-8.03723,-16.90762,-7.286,-7.16484,-7.5392,-17.24869,-17.52008,0.94211,-9.58218,-8.51529,-8.2193,4.37145,31.68769,30.27779,30.22257,27.96566,14.97005,7.35506,-17.46735,-16.16163,-11.08714,-11.73969,-18.36912,-15.51001,5.14946,4.17112,2.85975,-3.74514,-5.31412,-3.98487
sub-0274,0,0,-0.151,0,0.153,11.15339,-11.87114,8.41706,-10.40732,-0.44879,-0.4344,1.47083,-2.70024,-0.13154,17.21272,-12.81255,22.4893,-18.29957,0.39112,0.47406,29.61261,-32.684,16.5617,-17.43993,17.83926,-22.67107,12.10283,-13.1787,20.2624,-16.52381,10.16777,-12.06645,12.41131,-12.41131,-22.8641,-9.57802,-2.89938,-13.05086,-13.07731,-16.92912,-15.17836,-37.02498,2.23576,2.24988,2.26976,-17.9149,12.40062,12.64035,-12.41206,-12.45553,43.36469,-21.64908,4.93424,4.9325,0.19618,1.0255,5.51196,6.08596,-23.71226,-24.58789,-61.57297,-61.07203,25.91207,24.22771,0,0,-8.33161,-14.69926,-5.16831,-7.18899,-5.02822,-16.4264,-14.98437,0.3867,-8.51607,-7.38572,-7.4419,2.0452,23.64732,24.87784,22.19964,25.61468,7.22267,6.49678,-20.98091,-15.57848,-12.08189,-11.98883,-21.99741,-19.15037,3.0047,4.34769,0.20325,3.08237,-8.00332,-7.12665
sub-0284,0,0,-0.06132,0,-0.01181,12.26255,-11.79511,11.39171,-10.38427,-0.15147,0.13802,3.11039,-3.22332,0.56628,17.07728,-16.75902,19.72759,-18.46409,-0.33537,0.23025,36.19622,-35.45613,19.13419,-19.50265,21.14927,-22.04189,15.39218,-15.83618,13.81893,-18.99587,12.81737,-14.69813,13.28799,-13.28799,-25.27489,-10.47589,-3.04204,-15.18211,-15.75243,-17.73444,-17.11357,-39.25376,3.38676,3.49446,3.42589,-17.88598,13.46596,13.50085,-13.05064,-13.10755,39.93101,-25.85164,10.1836,6.11831,3.16182,2.24881,11.81798,10.48349,-31.12457,-34.54887,-78.21322,-75.50222,28.60388,26.10515,0,0,-7.78693,-14.35368,-5.41995,-6.74647,-7.33364,-16.47245,-16.21001,-1.17016,-7.57328,-6.36834,-6.89833,1.8684,29.02816,28.32935,33.18558,32.93884,8.40877,3.51748,-20.29888,-18.74002,-11.94504,-12.57533,-20.92262,-21.28571,2.16761,0.85011,-4.49784,-4.27009,-5.50214,-5.52288
sub-0303,0,0,-0.17246,0,0.0,10.30512,-10.78049,9.91014,-10.35574,-0.05193,0.12666,1.8448,-1.50642,-0.3516,11.29716,-12.81178,14.05287,-15.6406,0.29205,0.0,28.82236,-30.70918,14.21295,-15.98228,16.85716,-19.63657,10.48011,-11.8385,15.28572,-18.39798,10.94669,-10.96258,11.71476,-11.71476,-21.98812,-7.88121,-2.25467,-12.86703,-13.55153,-14.50807,-15.28956,-40.233,1.89146,2.48474,2.56269,-16.61721,11.71482,11.82098,-11.64698,-11.69821,37.62971,-25.48237,6.49271,3.66634,1.29194,-0.85558,6.62109,3.46137,-28.37801,-26.95454,-62.56188,-62.45562,24.9509,23.43201,0,0,-8.75663,-15.1302,-6.43504,-6.17104,-6.69274,-15.92624,-16.74458,-1.84744,-10.22366,-8.65038,-8.79516,2.37058,25.71032,24.07617,26.94455,25.19225,6.32593,6.84722,-11.79752,-15.04002,-9.74434,-10.63069,-16.62611,-18.80709,4.79633,2.01708,1.58455,1.0534,-4.27311,-6.64646
sub-0343,0,0,0.20006,0,0.0,10.80738,-11.06109,8.76524,-10.08344,-0.04898,-0.03566,1.90974,-3.0317,0.29712,13.77152,-13.64489,20.70214,-18.46756,0.80251,0.33416,33.90654,-33.9154,18.19751,-18.22947,24.44579,-24.08624,17.39814,-14.73783,21.18624,-19.11416,10.5052,-12.50095,13.2102,-13.2102,-23.72487,-10.67171,-3.04696,-13.52343,-14.50299,-17.91158,-17.87686,-33.98048,2.83899,3.08169,2.85586,-19.05944,13.09521,13.38918,-13.39072,-13.01286,42.35615,-18.08985,7.73836,6.1785,1.74627,1.62407,8.25996,5.91016,-24.96829,-28.61758,-57.96661,-60.122,24.77739,24.73154,0,0,-8.86812,-14.9447,-6.1407,-7.30321,-6.27233,-17.48036,-15.72305,3.86522,-10.15607,-9.15347,-9.33718,4.92962,22.97311,26.32665,21.92927,25.46174,7.57595,7.9401,-23.28117,-17.25541,-11.8062,-9.84319,-25.86808,-20.63474,7.38622,8.93062,5.93694,4.83418,-7.56121,-5.94114
sub-0345,0,0,-0.09753,0,-0.07917,11.75243,-11.54662,9.64543,-10.40956,-0.21433,-0.01601,1.916,-2.06539,0.02254,12.43351,-11.02177,16.65627,-15.41096,0.42306,0.0,29.64041,-31.21799,17.4938,-16.1723,19.39036,-19.22545,13.24638,-16.46831,17.45835,-21.2373,10.28073,-11.33634,12.98141,-12.98141,-23.67992,-9.86063,-1.28785,-13.01032,-13.68299,-14.69924,-14.41586,-39.39859,3.65762,3.85199,3.75585,-17.93656,12.98212,12.97894,-12.98304,-12.98544,45.81234,-25.07783,6.38969,5.28055,1.36543,1.75493,5.8257,5.9821,-28.86221,-30.37369,-66.85205,-64.83532,28.30672,24.92311,0,0,-7.754,-16.61389,-7.30346,-7.20106,-7.05172,-15.9737,-15.65342,0.74076,-9.69185,-8.75558,-8.63035,1.48956,24.92656,26.14287,22.23996,23.38765,8.29953,4.08159,-18.03641,-13.28267,-12.00188,-11.5796,-19.9548,-18.28649,2.02907,2.14587,-2.01939,-0.97355,-5.66562,-5.56036
sub-0357,0,0,-0.10095,0,0.18023,12.83947,-11.91898,10.72018,-10.46471,0.4673,0.30701,2.41276,-1.87457,0.28076,14.53543,-16.03128,16.41823,-16.64397,-0.02398,0.13513,29.95229,-31.80167,17.69042,-17.71243,18.64922,-20.59293,12.67117,-12.6561,19.86994,-13.73308,11.37717,-12.64109,12.97505,-12.97505,-25.35711,-9.95794,-2.56463,-13.50031,-13.62215,-16.38805,-14.93716,-34.39598,3.66278,3.67537,3.85831,-18.13144,12.92472,12.85049,-13.11808,-13.13825,42.61234,-23.9701,12.13723,11.9756,2.09724,2.44944,11.03225,11.49434,-28.26735,-29.12794,-64.9358,-65.72339,27.79566,28.45108,0,0,-9.20069,-15.25115,-6.39485,-6.0773,-7.15823,-14.57698,-14.90158,-1.37581,-8.99092,-7.77603,-7.95864,2.28935,29.08815,28.5247,28.63525,27.31569,11.63356,5.85612,-20.81165,-20.93759,-10.05053,-10.85205,-19.95794,-21.20987,5.45664,4.94645,-2.0139,-2.42516,-4.33374,-4.55437
sub-0365,0,0,0.45205,0,0.04922,12.73539,-12.51416,10.60214,-9.92387,0.37241,-0.09478,2.57035,-2.81663,-0.20149,18.77329,-17.42374,21.45293,-19.03979,0.12328,0.33645,33.60634,-31.44114,20.06283,-19.55982,23.51699,-20.00266,9.1132,-9.94143,23.1386,-15.98908,12.73988,-12.06026,13.15358,-13.15358,-24.28411,-10.79049,-3.17544,-13.66139,-15.73888,-18.15358,-18.83289,-44.4537,2.30795,2.9462,2.28506,-18.44613,13.19641,12.97652,-13.07808,-13.26263,41.23419,-33.59685,4.85994,4.09816,-0.30825,-0.99706,5.79537,6.4686,-29.9732,-34.97792,-74.05429,-72.61117,29.63244,26.55187,0,0,-8.97736,-14.93583,-5.64457,-5.05347,-5.29994,-16.65674,-16.55737,-1.21008,-9.22367,-8.21836,-8.43543,2.34376,33.98765,34.44607,35.70875,36.01535,10.03081,6.65879,-19.96468,-19.61546,-10.10638,-11.9642,-21.39506,-22.00358,3.57783,3.80081,2.21152,2.58091,-5.67141,-6.31211
sub-0371,0,0,0.3484,0,-0.01613,12.34763,-12.21812,10.75002,-10.73241,0.80998,0.12603,2.38321,-2.35527,0.10406,12.03542,-13.36066,18.11574,-16.27893,-0.73133,0.63438,34.22625,-33.80754,16.86385,-18.83166,22.54412,-23.13063,16.16748,-15.2943,20.5691,-16.62107,11.1868,-11.81503,13.21292,-13.21292,-23.21819,-8.79601,-1.13871,-13.62464,-13.22884,-15.03749,-15.21896,-37.87093,3.04858,3.04116,2.90034,-19.69211,13.21131,13.20871,-13.21785,-13.14054,42.50585,-25.13819,8.47332,5.91942,3.29141,1.38665,9.19305,9.10487,-28.59384,-30.76535,-67.67366,-68.86323,28.42351,26.32427,0,0,-7.97393,-13.95434,-5.51197,-6.55208,-7.30703,-14.17039,-14.5062,0.96503,-7.77927,-6.63766,-6.67304,2.22931,21.1388,21.99789,21.84596,23.04772,8.42782,6.2721,-20.18377,-15.45247,-11.74567,-11.25839,-21.3441,-22.29702,3.67297,2.95688,1.39483,2.20878,-5.31824,-6.86993
sub-0395,0,0,0.29609,0,0.07164,10.98391,-12.12721,10.18035,-9.89264,-2.31015,0.62643,2.16415,-1.51272,-0.19967,14.14252,-12.60935,16.72895,-18.10764,-0.04988,-0.05621,32.90505,-33.05692,17.24562,-17.93964,18.6502,-21.34202,12.4813,-16.75655,12.93104,-27.16925,12.11919,-12.03226,13.49419,-13.49419,-24.02368,-9.99773,-3.13895,-12.91196,-14.59497,-14.89353,-16.55247,-34.60986,3.02834,3.76122,3.37331,-20.16067,13.75542,13.72732,-13.43125,-13.38274,37.73464,-21.65488,8.56546,4.08392,3.06565,-1.90755,8.6806,4.88382,-24.95365,-28.61661,-59.26082,-60.85857,28.49858,27.38276,0,0,-7.3107,-16.40997,-7.30553,-6.41468,-7.66072,-16.57664,-16.39148,3.09602,-10.99565,-9.85134,-10.22664,2.46777,23.79514,21.70796,22.71483,22.23031,9.39828,7.69532,-15.74241,-18.24232,-10.93991,-12.07102,-19.9037,-22.28037,7.60591,4.05763,6.32153,4.30724,-5.01525,-5.57846
