,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32
sub-P114,0,0,0.35325,0,-0.04557,11.39802,-11.41775,9.78844,-11.37782,0.04463,-0.06816,2.05709,-2.75576,0.59575,13.12039,-12.43164,17.16889,-16.01651,-0.22518,0.17957,32.3401,-31.60635,17.70972,-17.61768,25.50199,-26.30575,14.1427,-12.09429,20.29081,-11.97122,10.23539,-11.42422,13.12539,-13.12539,-23.47068,-9.41757,-1.61614,-13.67671,-14.08342,-17.89312,-18.20049,-38.1043,3.56239,3.56882,3.83657,-21.52041,13.2036,13.1208,-13.03593,-13.14126,39.42291,-24.22455,3.51627,4.88343,1.0618,2.57746,5.60489,6.16159,-26.47136,-27.28552,-59.35614,-64.45937,29.00277,29.34887,0,0,-7.30323,-13.1907,-4.97526,-6.46754,-6.52347,-16.81254,-17.09567,2.14584,-7.68586,-8.31983,-8.33122,2.5987,24.13662,24.99943,23.45429,25.45335,11.13343,5.79634,-20.01085,-16.81806,-12.48856,-12.17527,-20.30823,-19.23106,4.88352,4.55764,4.34558,3.80862,-4.24069,-4.17911
sub-P122,0,0,-0.51219,0,0.24501,12.28671,-12.19184,9.91128,-9.98549,-0.76205,0.34513,2.8101,-1.53961,-0.1219,11.52175,-12.66001,14.61989,-15.76397,0.02962,-0.17144,32.53972,-31.9954,17.48075,-16.54487,20.05042,-17.99174,13.29563,-14.97887,18.93433,-15.99165,10.60326,-11.86221,13.69406,-13.69406,-23.21956,-8.51474,0.53969,-13.08734,-12.70432,-15.54925,-15.28144,-35.63657,4.84022,5.1222,5.13845,-20.92321,13.65057,13.73628,-13.82025,-13.6412,40.05798,-25.9357,4.51886,4.16415,2.0713,2.19145,7.00259,7.66936,-27.34473,-27.88967,-65.02211,-67.44773,31.48209,29.80591,0,0,-8.12343,-14.94197,-6.06506,-5.68241,-7.92598,-14.97082,-16.34137,2.68059,-8.51792,-8.66132,-8.91677,1.03746,24.38633,23.524,22.70141,22.20025,11.23036,1.9263,-15.32539,-16.39144,-10.03262,-11.83385,-18.85458,-20.17061,3.11299,2.43115,-1.23996,-1.37969,-2.85268,-3.86306
sub-P136,0,0,-0.43575,0,0.14225,12.14141,-12.32717,10.85007,-10.0116,-1.23827,0.07556,2.44276,-2.29132,-0.45004,14.67232,-13.87504,15.9711,-16.34365,2.94869,-0.4515,32.88261,-36.02023,18.02803,-15.76118,23.40014,-24.82564,15.48092,-13.61223,29.73031,-29.55749,12.51142,-13.74841,12.82557,-12.82557,-23.9009,-7.86656,-0.60134,-15.271,-14.07581,-16.78925,-15.06702,-38.01017,3.81238,3.55624,4.49006,-17.23617,12.12889,13.52258,-13.58618,-12.00769,41.3172,-24.50145,4.29073,5.72111,2.65637,4.30632,10.32928,12.04511,-28.30479,-27.81828,-47.48018,-48.10509,28.50495,29.7869,0,0,-8.3608,-14.8156,-5.95849,-6.06967,-5.7667,-15.68524,-15.35577,2.0728,-8.46175,-9.13869,-9.06375,2.18696,25.14582,25.45063,24.39575,25.92648,8.9507,6.73878,-14.93442,-17.05652,-12.19656,-12.21268,-24.73724,-23.70133,5.46386,5.49655,1.04973,-0.01962,-5.15714,-4.74274
sub-P145,0,0,0.0,0,-0.1491,11.6162,-11.3964,9.59469,-9.82532,0.66626,-0.23224,1.96929,-2.40923,0.37607,17.38819,-14.34882,19.10292,-16.32907,0.15155,0.77578,29.32696,-31.61402,15.67575,-16.28831,16.51114,-17.53063,13.07216,-11.52877,19.85865,-17.60514,12.01975,-12.98614,13.99811,-13.99811,-27.9818,-12.86099,-2.41926,-15.07834,-16.01188,-21.43149,-21.35151,-47.07289,2.05355,2.0056,2.37844,-17.91541,13.99826,13.99824,-13.99852,-13.99815,41.49437,-28.23249,4.99148,4.48393,2.39314,1.42846,6.07774,5.47612,-31.9741,-31.46681,-70.60139,-72.97553,33.05263,30.73961,0,0,-7.07543,-15.84054,-6.49531,-7.07286,-5.80861,-18.99749,-17.64385,1.54019,-8.01087,-8.77124,-8.53102,2.1961,24.61849,26.88564,26.25309,27.09916,11.91409,7.15156,-20.31743,-18.26202,-13.67731,-11.99156,-22.9376,-20.54298,3.05842,5.03506,0.0,1.63359,-3.83472,-5.6619
sub-P148,0,0,0.08906,0,-0.25959,12.12782,-10.93296,9.97302,-10.42738,0.0419,-0.41915,1.5465,-2.64198,0.19798,15.25397,-13.67565,18.39182,-13.88702,1.13855,0.22308,33.32261,-31.78389,16.72868,-17.50316,27.46172,-23.6587,11.84805,-9.89707,19.66698,-14.90861,11.34042,-12.17485,13.77318,-13.77318,-11.02434,-25.02097,-2.24405,-14.74226,-15.45406,-17.00618,-17.34193,-38.69053,2.76665,2.86138,2.6978,-19.665,13.53442,14.11676,-14.07096,-13.41905,44.82404,-26.03959,3.25392,3.21724,1.62764,0.0872,5.23677,4.03771,-28.55816,-27.57021,-66.03546,-69.8452,30.89288,29.69474,0,0,-15.92021,-8.51967,-6.21322,-7.98597,-7.37397,-17.10759,-17.19436,0.37623,-7.68617,-7.02894,-7.06719,0.29852,19.50898,22.78133,20.42235,24.4514,4.22145,3.91319,-19.87495,-15.19766,-12.41721,-11.55964,-21.45985,-17.65054,1.82123,2.39539,0.66115,3.27084,-5.77918,-4.71258
sub-P149,0,0,-0.2747,0,0.12835,13.59957,-13.05832,9.63609,-10.84323,-0.95698,0.08764,2.17448,-2.21303,-0.02327,16.81834,-18.15985,21.54246,-21.66919,1.33557,-0.02308,37.71849,-36.1574,19.51872,-20.73894,28.303,-25.50793,18.46246,-15.1739,22.66076,-20.15378,9.75023,-12.61262,12.34359,-12.34359,-24.13514,-10.52039,-2.59287,-13.01239,-12.3932,-18.30293,-17.95863,-35.49326,1.10531,1.71926,1.82146,-16.33177,11.94748,12.76137,-12.84875,-11.8448,44.83582,-20.74437,6.91452,4.79478,-0.36226,0.65723,9.00098,6.41552,-23.00478,-24.71428,-52.92908,-56.73591,25.34502,23.81178,0,0,-8.23415,-15.92095,-6.30091,-7.41829,-7.24516,-18.34053,-18.15444,-0.86561,-8.57154,-8.67368,-8.45654,0.83947,27.5396,26.34793,27.66198,27.54569,7.45362,3.80037,-21.34382,-19.00189,-13.30855,-13.37571,-24.07918,-25.26147,2.69567,-0.4064,4.18448,2.76315,-7.39595,-8.71742
sub-P153,0,0,-0.12228,0,0.10425,13.97343,-12.3604,10.61932,-11.42662,-0.21515,-0.15777,1.87649,-2.77629,-0.26793,13.1266,-13.84154,16.49276,-15.18956,0.60637,-0.28072,34.23984,-35.32467,16.27627,-18.61168,20.24551,-24.84051,13.95325,-13.67688,20.372,-16.86435,11.07365,-10.79827,12.37406,-12.37406,-23.40247,-7.52317,-1.37379,-12.80831,-12.45541,-14.26429,-16.24493,-35.23966,3.2803,4.13424,4.03126,-17.80159,12.2586,12.50308,-12.52085,-12.23381,39.56695,-22.52453,7.76414,6.47642,3.22665,2.69532,10.6521,9.78247,-25.51594,-25.16799,-56.32988,-58.54867,26.98528,25.81602,0,0,-8.08471,-14.06448,-6.01573,-7.52379,-6.46971,-15.72997,-15.72747,-0.58767,-7.06153,-7.72852,-7.66681,0.35404,24.95243,26.35684,24.44183,25.56082,8.07575,2.62858,-20.30323,-16.55545,-12.50112,-11.19171,-20.29734,-21.20112,-0.39138,-0.28838,-2.23286,1.77085,-4.38347,-4.7993
sub-P157,0,0,0.07266,0,0.11495,12.44603,-12.61446,10.52543,-10.7229,-0.35935,0.35877,2.66212,-2.43492,0.2851,16.45057,-17.39068,18.81035,-19.65984,-1.26622,-0.72714,37.28992,-36.11587,16.99096,-17.44926,21.0866,-21.14177,15.25705,-17.35585,32.63288,-34.9179,10.52181,-13.97724,11.66037,-11.66037,-22.34267,-7.82303,-2.26717,-13.71261,-14.28004,-15.00053,-15.19503,-37.10758,2.58025,2.91334,3.06282,-15.4817,11.92785,11.10309,-11.33126,-12.26858,42.54235,-22.30125,6.17847,2.45347,1.72071,-0.87731,7.35155,7.20124,-23.14673,-27.1444,-36.12127,-42.87391,27.09504,25.377,0,0,-7.65789,-12.85983,-4.87512,-6.71581,-8.43774,-14.3438,-15.60477,0.29867,-6.46503,-6.96683,-7.26802,0.39056,25.44619,24.36323,24.8118,23.4546,8.70123,1.96015,-20.49952,-19.41492,-13.4308,-14.20929,-20.6082,-22.0208,-2.48141,-2.14784,-4.70775,-7.22912,-6.61961,-5.52204
sub-R006,0,0,-0.08978,0,0.0673,11.61138,-10.96246,9.26396,-8.5799,-0.19172,0.33833,2.50268,-2.191,-0.07084,14.52942,-14.70495,18.10229,-17.0325,-0.11066,0.03499,32.54117,-33.16913,16.22967,-16.61361,20.76158,-20.73199,13.66532,-14.13121,19.00821,-13.75421,11.19322,-12.83913,13.00264,-13.00264,-24.55705,-8.62379,-3.43146,-14.43743,-15.07409,-16.99957,-16.99901,-40.48786,3.20217,3.14463,3.20137,-17.71308,12.97504,12.9752,-13.01836,-13.21309,38.67076,-22.7028,3.92645,1.08665,1.17437,0.19536,7.44976,7.08624,-27.66639,-29.15547,-66.94918,-71.9868,27.6652,24.85334,0,0,-7.71407,-12.9663,-6.25948,-6.33337,-6.51838,-15.02436,-15.97512,-1.74774,-8.09986,-7.38097,-8.12445,1.87278,24.1402,24.22875,25.78923,25.96961,6.34958,4.8232,-15.87785,-16.00751,-10.71629,-10.29766,-23.2428,-23.02192,4.13932,2.48689,1.63217,-1.73818,-5.72053,-7.51358
sub-R009,0,0,-0.06672,0,0.08531,11.28641,-10.31719,10.26923,-10.44709,0.14537,-0.30918,2.53672,-1.79831,0.23861,11.86813,-12.9245,15.44053,-14.38914,-0.26217,-0.20754,31.19171,-30.91221,16.59844,-17.30173,23.02694,-19.90849,12.77643,-10.82044,18.88587,-14.86317,10.29016,-11.82869,12.58549,-12.58549,-22.42,-6.72975,-0.67141,-13.75462,-14.33086,-14.86605,-14.63461,-33.51775,4.35523,4.36359,4.39054,-18.58516,12.6768,12.67807,-12.49662,-12.49199,40.01601,-24.87303,7.13014,5.10898,3.9965,2.10152,9.23904,7.28949,-27.26564,-29.76449,-60.99932,-63.81537,28.16199,26.48537,0,0,-9.44244,-15.41159,-6.79717,-9.05829,-8.74567,-17.46996,-17.70119,2.17984,-9.03574,-9.03605,-9.03573,0.62066,26.16611,26.63862,25.37974,26.84784,8.28811,5.8697,-16.32224,-16.94613,-12.30273,-11.95277,-18.48859,-19.67677,4.86458,4.87399,2.72457,-1.15202,-3.24595,-6.39586
sub-R016,0,0,0.24088,0,0.38283,10.95803,-9.76171,10.81526,-8.88332,0.09563,0.54488,2.37229,-0.80613,0.51948,10.48041,-11.49443,13.22998,-14.19649,-0.21526,0.242,30.49384,-29.4337,15.74177,-15.18113,23.38152,-17.8328,6.7158,-7.22347,16.91969,-19.30333,10.655,-10.06052,12.36754,-12.36754,-24.30767,-8.79986,-1.36931,-13.50686,-13.50677,-16.19626,-17.61139,-45.25908,3.16982,3.09,3.01323,-27.31583,12.64693,12.64648,-12.74893,-12.49798,41.05735,-30.01661,5.88649,4.12056,2.25203,1.62716,7.02722,8.04296,-30.11004,-32.60977,-66.56892,-65.09621,26.73334,28.26123,0,0,-9.69887,-15.92174,-7.24565,-6.7577,-6.40309,-17.49595,-18.05249,0.62756,-7.59056,-7.446,-7.45144,1.20164,25.46265,24.76578,24.81521,23.47524,9.68003,6.12818,-13.61814,-14.46972,-9.32036,-10.94463,-17.77245,-19.14243,4.65945,5.45054,6.39018,6.68633,-4.53286,-5.95568
sub-R017,0,0,-0.07271,0,-0.09195,12.80273,-12.14089,11.6327,-10.92362,0.23239,-1.0639,1.28494,-2.18866,-0.19551,13.81752,-15.1396,16.0024,-15.59754,0.25447,-0.21237,35.69563,-35.86929,17.83503,-20.62951,22.95731,-23.9308,15.47774,-11.43236,31.36932,-29.97655,11.44196,-14.60161,12.47553,-12.47553,-23.31669,-7.82483,-1.78953,-13.73999,-13.62884,-16.0026,-16.1165,-35.63687,3.03858,2.76131,2.74988,-18.463,12.25714,12.25688,-12.36634,-12.37166,44.57992,-24.39739,4.5521,5.7255,2.47725,3.44585,12.13694,11.45162,-29.51767,-29.41849,-36.25852,-38.82033,25.82231,25.59354,0,0,-8.75126,-14.32515,-5.47012,-7.14194,-7.64152,-18.89307,-19.56485,-3.79807,-6.99644,-6.07803,-6.29709,2.06484,28.49712,28.90827,30.62628,30.15135,7.03077,4.8944,-19.05204,-18.40417,-14.70363,-14.32054,-25.41681,-24.21242,2.42188,2.50885,-4.74148,-4.49618,-6.09314,-8.38294
sub-R019,0,0,0.08445,0,0.08582,11.44284,-12.15513,10.74119,-9.80849,-0.61496,-0.01691,1.90566,-2.17097,-0.46071,15.23874,-22.84727,17.78851,-25.36491,0.48007,-0.30039,36.69172,-34.38707,20.9874,-19.4449,30.36113,-22.18274,12.64315,-13.94055,16.96641,-22.49843,11.65327,-11.38635,13.30919,-13.30919,-23.36104,-10.77879,-3.48986,-15.15889,-13.62018,-20.23891,-20.74409,-36.96036,1.48649,2.28798,1.33494,-17.43835,13.0805,12.98603,-13.44619,-12.82628,43.9512,-22.59413,6.20521,4.68353,0.57623,1.35867,7.43508,7.61865,-28.13681,-23.44606,-68.15829,-71.44683,29.1764,29.50631,0,0,-5.89842,-14.19882,-5.94762,-5.32198,-6.42826,-16.32975,-16.73847,1.32041,-6.81137,-5.63216,-6.6372,2.56992,31.24286,26.98621,29.36199,25.44223,9.49031,5.68774,-18.10398,-21.92008,-7.68624,-12.92982,-19.6536,-22.82857,4.68908,-1.75476,3.0398,1.32956,-2.86699,-4.55279
sub-R027,0,0,0.39817,0,0.42269,12.30651,-12.68742,11.28733,-10.43764,0.44564,0.45129,2.85656,-1.40261,0.25364,13.79087,-18.15745,18.94917,-19.54769,-0.18336,0.0,35.27577,-33.60983,16.873,-17.42247,21.96838,-19.873,15.04142,-14.01183,20.88456,-16.63517,11.3694,-13.1512,12.97628,-12.97628,-21.69618,-6.4017,-1.63347,-12.73524,-11.76396,-15.52382,-14.94362,-36.24009,5.26345,5.09317,5.12085,-19.24598,13.29019,13.26036,-13.54348,-13.55215,40.86884,-24.47323,7.66366,5.58646,3.78029,4.25712,8.43747,8.90856,-29.33667,-29.05155,-65.69616,-65.79401,28.40001,27.76464,0,0,-7.92987,-11.85717,-3.98564,-8.40659,-7.03969,-16.62661,-15.7184,1.56698,-4.35214,-4.59317,-4.35474,1.56526,25.08545,26.47323,26.08903,26.48334,12.58487,6.51102,-18.13746,-17.8812,-11.63537,-10.96914,-19.75049,-20.44073,2.37642,2.05488,-3.79308,-6.57491,-4.31643,-5.73085
sub-R036,0,0,0.04708,0,-0.07162,13.00288,-11.12983,9.79937,-9.94954,-0.41613,0.0,2.21278,-2.98104,0.0,14.63939,-16.58458,21.35172,-19.48179,-0.1226,0.0802,32.30704,-33.30473,17.72706,-18.22749,24.4935,-22.5802,14.98887,-15.27811,29.99995,-27.03509,12.37189,-12.05585,14.1857,-14.1857,-25.69307,-11.36895,-2.91903,-12.9151,-15.44416,-21.01384,-17.58189,-44.37871,2.2964,2.43748,1.51144,-23.44927,14.46553,14.46684,-14.03875,-14.07199,45.57036,-24.70752,7.0977,1.15208,1.83837,-0.80433,8.41258,5.06729,-26.3748,-32.46374,-40.38248,-61.10879,31.41457,29.19348,0,0,-6.21312,-14.55636,-5.47506,-6.27564,-6.63969,-17.2054,-12.38829,0.49478,-7.95375,-7.38188,-7.63222,3.67052,26.71974,27.17503,24.85909,26.36287,9.02879,6.85767,-20.83269,-17.19026,-12.8509,-11.36472,-22.71456,-21.04365,4.58035,2.7128,-1.00174,-0.89174,-6.98942,-6.97795
sub-R039,0,0,-0.33181,0,-0.19644,12.10512,-10.10278,11.10361,-9.57992,0.20016,-0.17273,1.73206,-2.3183,-0.14038,13.684,-14.62658,17.82292,-17.44771,0.08454,0.3214,34.99313,-33.56831,15.12232,-16.9765,19.1832,-19.95035,15.63807,-11.65348,19.42955,-14.57923,10.69942,-11.4662,13.95056,-13.95056,-25.77894,-9.92142,-0.76337,-15.10206,-14.68685,-17.54356,-17.15053,-35.92832,4.8824,4.88287,4.88327,-19.92854,14.07865,14.07874,-13.94038,-13.9408,40.23695,-24.95944,5.16579,7.87894,3.13803,4.69673,7.19919,9.38949,-29.28957,-28.63551,-63.98474,-62.22856,30.09507,30.91531,0,0,-7.55914,-15.20216,-6.60936,-7.97973,-7.66661,-18.74838,-17.01139,3.04496,-9.49935,-9.09822,-9.01813,2.86882,25.5063,27.57527,25.34795,27.6983,7.86462,7.53378,-17.10843,-14.84461,-10.598,-9.02373,-18.20092,-17.91979,5.18477,6.52722,3.26645,1.66226,-3.10913,-2.55611
sub-R041,0,0,-0.69634,0,0.02054,12.36325,-11.17952,9.69284,-12.0444,0.4221,-0.21368,2.59793,-2.58114,-0.73214,18.45114,-17.14127,19.83724,-19.72281,0.19496,0.68264,34.15196,-34.78114,19.43964,-19.78094,21.15822,-22.19285,13.72343,-13.17895,21.25696,-18.62486,10.28788,-13.06876,13.83147,-13.83147,-25.74401,-12.77212,-2.49497,-15.95413,-16.05623,-20.71427,-20.07554,-38.92364,2.16281,2.00111,2.49339,-18.81528,13.77299,13.34,-14.37199,-14.5639,40.76728,-26.24242,6.39111,6.32183,0.0,2.92278,7.2812,8.85322,-32.62359,-31.19143,-65.33172,-65.77991,29.91255,30.20788,0,0,-8.60343,-16.65728,-5.58383,-9.49052,-9.26585,-17.7072,-20.02967,-2.65471,-8.68596,-8.4326,-8.39192,1.63562,27.89273,31.40202,27.6227,30.15133,8.63124,5.99514,-24.18834,-15.53399,-14.26173,-11.27207,-25.46657,-21.03812,4.62541,6.37771,-1.93769,1.68508,-5.18612,-5.28746
sub-R093,0,0,-0.0595,0,0.02293,11.87798,-11.3892,9.33319,-10.067,-0.33925,-0.09386,2.36258,-1.99153,0.50462,14.9269,-15.49452,19.47083,-16.72192,0.61904,-0.67471,33.51296,-30.07993,21.04144,-16.76912,26.31347,-20.41884,15.83607,-13.62575,27.64311,-24.32054,10.28766,-12.14264,12.60176,-12.60176,-23.18976,-9.09488,-2.64929,-13.40963,-13.9816,-16.32781,-16.07727,-37.5193,1.57212,1.40595,1.78248,-18.00031,11.9621,12.35103,-13.74314,-13.35897,40.85592,-23.54006,7.21495,5.43692,1.9427,1.21637,7.00906,6.85537,-27.6688,-32.31242,-42.06309,-48.6487,28.53272,24.24834,0,0,-8.08235,-13.14615,-5.94852,-7.5654,-6.61459,-15.75038,-15.03616,-0.01026,-7.5868,-6.191,-6.81444,2.29122,24.56595,24.58408,23.47961,27.44272,5.30039,8.07425,-20.04934,-18.17833,-12.08978,-11.26765,-21.81885,-22.02235,3.33542,2.55255,1.63638,2.8373,-6.41271,-8.23511
